"nom_fashionjobs","offres_annuaire","fiche_fashionjobs","statut_couverture","type_acteur","methode_rapprochement","company_ids","companies","ambiguite_plusieurs_fiches","offres_base_monde","offres_base_france","offres_base_source_directe_france","offres_directes_sans_pays","ecart_base_direct_fr_moins_annuaire","comparaison_certifiee","domaines_base","sources_catalogue","sources_directes_actives","portails_groupe","statut_recherche","liens_carriere_candidats_non_certifies","sites_candidats_lus","portail_revu","preuve_identite_ou_portail","qualification_documentee","ats_revu","prochaine_action"
"BUREAU DE VICTOR","1","https://fr.fashionjobs.com/recrutement/bureau-de-victor.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"BVLGARI","1","https://fr.fashionjobs.com/recrutement/bvlgari.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtk48ejw1bzgny2bkqrqp6dp","Bulgari","NON","112","9","9","0","8","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","bulgari.com","","lvmh","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"BY MARIE","1","https://fr.fashionjobs.com/recrutement/by-marie.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2jh1u66nf2b0bno4g04","BY MARIE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"C.C CONSEIL SHOWROOM","1","https://fr.fashionjobs.com/recrutement/c-c-conseil-showroom.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CALEB PARIS","1","https://fr.fashionjobs.com/recrutement/caleb-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxd01snunf2b3gi645d0","CALEB PARIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CANOPEA","1","https://fr.fashionjobs.com/recrutement/canopea.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnrub4q2y71qq4zu0551vws","CANOPEA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","canopea-paris.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://canopea-paris.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CAREL PARIS","1","https://fr.fashionjobs.com/recrutement/carel-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CARVEN","1","https://fr.fashionjobs.com/recrutement/carven.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtpw96hg4k4dl35mhmmk4slt","CARVEN","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","carven.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://carven.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CASTANEDA","1","https://fr.fashionjobs.com/recrutement/castaneda.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CÉLESTE MOGADOR","1","https://fr.fashionjobs.com/recrutement/celeste-mogador.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvy5q1sxknf2bt8tuhwni","CÉLESTE MOGADOR","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CÈUCLE","1","https://fr.fashionjobs.com/recrutement/ceucle.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2o31u7hnf2blhqsf1cp","CÈUCLE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CÉVÈNE","1","https://fr.fashionjobs.com/recrutement/cevene.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHAMPION","1","https://fr.fashionjobs.com/recrutement/champion.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvurp1rtdnf2boo5regmx","CHAMPION","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.champion.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHANEL","1","https://fr.fashionjobs.com/recrutement/chanel.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cr68476d4c991498cd9a77c741","Chanel","NON","1117","430","430","21","429","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","parfums-chanel:ACTIVE","parfums-chanel","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"CHARLESTOWN","1","https://fr.fashionjobs.com/recrutement/charlestown.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxrc1ssbnf2bpo3v9yzx","CHARLESTOWN","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHASSAGNAC","1","https://fr.fashionjobs.com/recrutement/chassagnac.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw3kf1uipnf2bakgxro7h","CHASSAGNAC","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHIC AT WORK","1","https://fr.fashionjobs.com/recrutement/chic-at-work.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvub61rmgnf2bq7yh4n5l","CHIC AT WORK","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHN HAI","1","https://fr.fashionjobs.com/recrutement/chn-hai.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2m91u6rnf2bj6cukiw5","CHN HAI","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHRISTINE PHUNG DESIGN","1","https://fr.fashionjobs.com/recrutement/christine-phung-design.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtks20zm21ctp72brutdjgi6","CHRISTINE PHUNG DESIGN","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CHURCH'S","1","https://fr.fashionjobs.com/recrutement/church-s.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CIPANGO","1","https://fr.fashionjobs.com/recrutement/cipango.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CITIZENS OF HUMANITY","1","https://fr.fashionjobs.com/recrutement/citizens-of-humanity.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1rq2smgqq5l9m0c9puq","CITIZENS OF HUMANITY","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","citizensofhumanity.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://citizensofhumanity.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CLAUDIAPAZ","1","https://fr.fashionjobs.com/recrutement/claudiapaz.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COLD CULTURE","1","https://fr.fashionjobs.com/recrutement/cold-culture.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvznu1ta3nf2bxoqpfm5o","COLD CULTURE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COLLECTOR SQUARE","1","https://fr.fashionjobs.com/recrutement/collector-square.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxl61sqgnf2bhklqiqd8","Collector Square","NON","4","4","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","collectorsquare.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.collectorsquare.com/nous-rejoindre | https://www.welcometothejungle.com/fr/companies/collector-square/jobs | https://www.welcometothejungle.com/fr/companies/collector-square/jobs/candidatures-spontanees","https://www.collectorsquare.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COMITÉ COLBERT","1","https://fr.fashionjobs.com/recrutement/comite-colbert.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw3nw1ujrnf2brkg20jem","COMITÉ COLBERT","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COMME TU VEUX","1","https://fr.fashionjobs.com/recrutement/comme-tu-veux.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvv4v1rymnf2bli4c5yus","COMME TU VEUX","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COMPTOIR VINTAGE","1","https://fr.fashionjobs.com/recrutement/comptoir-vintage.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac0xi2sdfqq5lk7d6j81z","COMPTOIR VINTAGE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","comptoirvintage.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://comptoirvintage.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CONSCIOUS LOVE","1","https://fr.fashionjobs.com/recrutement/conscious-love.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp868px3rlaqq4z2ltmpmk7","CONSCIOUS LOVE","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CONSERVATOIRE DES HÉMISPHÈRES","1","https://fr.fashionjobs.com/recrutement/conservatoire-des-hemispheres.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COSMETICS INSPIRATION&CREATION","1","https://fr.fashionjobs.com/recrutement/cosmetics-inspiration-creation.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COUCOT","1","https://fr.fashionjobs.com/recrutement/coucot.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw4401uocnf2bejlcwlch","COUCOT","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COUCOT- L'ARTISAN CRÉATEUR","1","https://fr.fashionjobs.com/recrutement/coucot-l-artisan-createur.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw44g1uognf2bgy08w25z","COUCOT- L'ARTISAN CRÉATEUR","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COURREGES DISTRIBUTION","1","https://fr.fashionjobs.com/recrutement/courreges-distribution.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2b81u3bnf2bzkhmrt75","COURREGES DISTRIBUTION","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CREATION REALISATION MARKETING PARIS","1","https://fr.fashionjobs.com/recrutement/creation-realisation-marketing-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CROSSMODE PARIS","1","https://fr.fashionjobs.com/recrutement/crossmode-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp868zy3rofqq4zrmuqlmk5","CROSSMODE PARIS","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CTZAR","1","https://fr.fashionjobs.com/recrutement/ctzar.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1pp2sllqq5llqla2dqa","CTZAR","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"D-LAB NUTRICOSMETICS","1","https://fr.fashionjobs.com/recrutement/d-lab-nutricosmetics.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"D'ORSAY","1","https://fr.fashionjobs.com/recrutement/d-orsay.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1ny2sktqq5lqrf4wp6u","D'ORSAY","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","dorsay.paris","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://dorsay.paris/pages/nous-rejoindre","https://dorsay.paris/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DANIEL FÉAU CONSEIL IMMOBILIER","1","https://fr.fashionjobs.com/recrutement/daniel-feau-conseil-immobilier.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvs91s72nf2biv8j9ngh","DANIEL FÉAU CONSEIL IMMOBILIER","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DEELUXE","1","https://fr.fashionjobs.com/recrutement/deeluxe.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw0rv1tm8nf2bb825qxri","DEELUXE","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","deeluxe.fr","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.deeluxe.fr/fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DÉFILÉ VINTAGE","1","https://fr.fashionjobs.com/recrutement/defile-vintage.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DELAGE","1","https://fr.fashionjobs.com/recrutement/delage.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw27j1u1snf2b6k637kiw","DELAGE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","delage-automobiles.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.delage.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DESIGNERS DIRECT","1","https://fr.fashionjobs.com/recrutement/designers-direct.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DEVERNOIS","1","https://fr.fashionjobs.com/recrutement/devernois.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw1yq1tymnf2bpa2buiu8","DEVERNOIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","devernois.fr","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.devernois.com/pages/nous-rejoindre","https://www.devernois.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DEVRED 1902","1","https://fr.fashionjobs.com/recrutement/devred-1902.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1py2slpqq5lh2i6um91","DEVRED 1902","NON","1","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","devred.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://devredjob.softy.pro/offers | https://devredjob.devred.com/offers/220522 | https://devredjob.devred.com/offers/220447 | https://devredjob.devred.com/offers/220299 | https://devredjob.devred.com/offers/220055 | https://devredjob.devred.com/offers/219335 | https://devredjob.devred.com/offers/218163 | https://devredjob.devred.com/offers/217907 | https://devredjob.devred.com/offers/216208 | https://devredjob.devred.com/offers/215896 | https://devredjob.devred.com/offers/215142 | https://devredjob.devred.com/offers/215048 | https://devredjob.devred.com/offers/214190 | https://devredjob.devred.com/offers?page=1 | https://devredjob.devred.com/legal-notice | https://recrutement.softy.pro/","https://devred.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DIAPERIS","1","https://fr.fashionjobs.com/recrutement/diaperis.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw25v1u16nf2bhe67lj18","DIAPERIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
